ncbi_gene_id,partition_number,claim_name
1785,1,DNM2
1822,1,ATN1
1527,1,TEX28
3273,4,HRG
2285,1,FKBP1AP4
1987,1,EIF5AP3
1519,1,CTSO
8030,1,CCDC6
3799,1,KIF5B
4005,4,LMO2
3628,4,INPP1
79529,4,OR52J2P
57476,4,GRAMD1B
283446,4,MYO1H
119678,4,OR52E2
283635,4,FAM177A1
339896,4,GADL1
119679,4,OR52J3
107,4,ADCY1
51252,4,FAM178B
1823,1,DSC1
1528,1,CYB5A
197259,1,MLKL
303,20,ANXA2P1
304,20,ANXA2P2
10498,4,CARM1
80854,4,SETD7
64109,4,CRLF2
6009,4,RHEB
2288,4,FKBP4
5934,4,RBL2
166378,4,AFG2A
9639,4,ARHGEF10
7976,4,FZD3
121512,4,FGD4
4778,4,NFE2
27250,4,PDCD4
64223,1,MLST8
84335,1,AKT1S1
79109,1,MAPKAP1
64798,1,DEPTOR
1108,4,CHD4
644314,4,MT1IP
6566,4,SLC16A1
678,4,ZFP36L2
226,4,ALDOA
2865,4,FFAR3
51548,4,SIRT6
6598,4,SMARCB1
23409,4,SIRT4
51547,4,SIRT7
3429,4,IFI27
6370,4,CCL25
7430,4,EZR
1673,4,DEFB4A
600,4,BAK1P1
6773,4,STAT2
3779,4,KCNMB1
30820,4,KCNIP1
750,4,GAS8-AS1
392,4,ARHGAP1
393,4,ARHGAP4
8884,4,SLC5A6
3293,4,HSD17B3
3375,4,IAPP
7402,4,UTRN
8412,4,BCAR3
5783,4,PTPN13
2145,4,EZH1
29089,4,UBE2T
2058,4,EPRS1
7803,4,PTP4A1
23224,4,SYNE2
6786,4,STIM1
22893,4,BAHD1
55959,4,SULF2
1690,4,COCH
57129,4,MRPL47
822,4,CAPG
286183,4,NKAIN3
100616320,4,MIR4481
71,4,ACTG1
5621,4,PRNP
2122,4,MECOM
7178,4,TPT1
7291,4,TWIST1
22871,4,NLGN1
9156,4,EXO1
84465,4,MEGF11
1124,4,CHN2
9231,4,DLG5
10584,4,COLEC10
8549,4,LGR5
403223,4,OR10AE3P
51733,4,UPB1
5980,4,REV3L
6401,4,SELE
10644,4,IGF2BP2
121131,4,PSMB3P1
117583,4,PARD3B
27330,1,RPS6KA6
7867,1,MAPKAPK3
1525,1,CXADR
6199,1,RPS6KB2
362,4,AQP5
2707,4,GJB3
5664,1,PSEN2
5663,4,PSEN1
83464,1,APH1B
55851,1,PSENEN
23385,1,NCSTN
277,4,AMY1B
275,4,AMT
278,4,AMY1C
440081,4,DDX12P
79815,4,NIPAL2
83888,4,FGFBP2
112755,4,STX1B
80821,4,DDHD1
4734,4,NEDD4
339105,4,PRSS53
6810,4,STX4
935,4,CD24P1
3623,4,INHA
543,4,ALDH7A1P3
7060,4,THBS4
346,4,APOC4
23358,4,USP24
3171,4,FOXA3
221458,4,KIF6
6554,4,SLC10A1
87178,4,PNPT1
10336,4,PCGF3
1434,4,CSE1L
84867,4,PTPN5
454,4,ASS1P9
451,4,ASS1P6
453,4,ASS1P8
55187,4,VPS13D
2195,4,FAT1
100302267,4,MIR2054
1911,4,PHC1
4121,4,MAN1A1
57178,4,ZMIZ1
84873,4,ADGRG7
135112,4,NCOA7
29101,4,SSU72
83446,4,CCDC70
23240,4,TMEM131L
10225,4,CD96
160492,4,LMNTD1
63899,4,NSUN3
26011,4,TENM4
10253,4,SPRY2
140885,4,SIRPA
84318,4,CCDC77
201633,4,TIGIT
10672,4,GNA13
2303,4,FOXC2
961,4,CD47
3587,4,IL10RA
6678,4,SPARC
2743,4,GLRB
2352,4,FOLR3
1787,1,TRDMT1
7043,4,TGFB3
64115,4,VSIR
2262,1,GPC5
2857,1,GPR34
2235,1,FECH
2137,1,EXTL3
2135,1,EXTL2
4101,4,MAGEA2
11171,4,STRAP
6348,4,CCL3
967,4,CD63
1105,4,CHD1
5898,4,RALA
2339,4,FNTA
2826,4,CCR10
7273,4,TTN
939,4,CD27
9453,4,GGPS1
1798,1,DPAGT1
9542,4,NRG2
137492,4,VPS37A
7039,4,TGFA
1183,4,CLCN4
746,4,TMEM258
105,4,ADARB2
493,4,ATP2B4
8001,4,GLRA3
419,4,ART3
418,4,ART2P
414,4,ARSD
417,4,ART1
420,4,ART4
415,4,ARSL
8085,4,KMT2D
999,4,CDH1
6753,4,SSTR3
26060,4,APPL1
2350,4,FOLR2
8301,4,PICALM
26115,4,TANC2
26580,4,BSCL2
10555,4,AGPAT2
84823,4,LMNB2
2691,4,GHRH
51727,4,CMPK1
5130,4,PCYT1A
5230,4,PGK1
5833,4,PCYT2
56994,4,CHPT1
1611,4,DAP
10524,4,KAT5
1388,4,ATF6B
220,4,ALDH1A3
611,4,OPN1SW
212,4,ALAS2
22987,4,SV2C
9899,4,SV2B
522,4,ATP5PF
523,4,ATP6V1A
513,4,ATP5F1D
114,4,ADCY8
54207,4,KCNK10
27032,4,ATP2C1
338567,4,KCNK18
51305,4,KCNK9
80243,1,PREX2
6663,1,SOX10
10734,1,STAG3
10735,1,STAG2
2358,4,FPR2
1612,4,DAPK1
55107,4,ANO1
6447,4,SCG5
5111,4,PCNA
1827,1,RCAN1
1847,1,DUSP5
22848,1,AAK1
1933,1,EEF1B2
123041,4,SLC24A4
60676,4,PAPPA2
169044,4,COL22A1
9575,4,CLOCK
10892,5,MALT1
10266,4,RAMP2
10267,4,RAMP1
2738,5,GLI4
2739,4,GLO1
2151,4,F2RL2
9168,4,TMSB10
3713,4,IVL
347,4,APOD
689,4,BTF3
687,4,KLF9
693,4,BTF3P1
694,4,BTG1
1802,1,DPH2
48,4,ACO1
4493,4,MT1E
7356,1,SCGB1A1
5079,4,PAX5
9049,4,AIP
2951,4,GSTP1P1
3872,4,KRT17
7417,4,VDAC2
56892,4,TCIM
3136,4,HLA-H
285,4,ANGPT2
4909,4,NTF4
6770,4,STAR
7011,30,TEP1
1736,30,DKC1
3113,4,HLA-DPA1
100132285,4,KIR2DS2
4234,4,METTL1
5792,4,PTPRF
3434,4,IFIT1
120227,4,CYP2R1
114769,4,CARD16
4938,4,OAS1
8638,4,OASL
25943,4,DNAAF9
79670,4,TUT7
4277,4,MICB
3203,4,HOXA6
8558,1,CDK10
1877,4,E4F1
2909,4,ARHGAP35
27302,4,BMP10
2829,4,XCR1
400,4,ARL1
403,4,ARL3
402,4,ARL2
1353,4,COX11
509,4,ATP5F1C
57537,4,SORCS2
1297,4,COL9A1
680,4,BRS3
664,4,BNIP3
25942,4,SIN3A
9314,4,KLF4
3783,4,KCNN4
1359,4,CPA3
1314,4,COPA
1198,4,CLK3
2010,1,EMD
2054,1,STX2
1517,1,CTSLP2
1524,1,CX3CR1
2121,1,EVC
1521,1,CTSW
1669,4,DEFA4
3659,4,IRF1
5205,1,ATP8B1
4853,1,NOTCH2
3212,4,HOXB2
10568,4,SLC34A2
80736,4,SLC44A4
26872,4,STEAP1
260334,4,TUBB8B
1750,4,DLX6
974,4,CD79B
5169,4,ENPP3
4061,4,LY6E
539,4,ATP5PO
534,4,ATP6V1G2
5443,4,POMC
284,4,ANGPT1
286,4,ANK1
8190,4,MIA
9572,4,NR1D1
3939,4,LDHA
3098,4,HK1
2824,4,GPM6B
5933,4,RBL1
6767,4,ST13
9355,4,LHX2
11332,4,ACOT7
375612,4,LHFPL3
9582,4,APOBEC3B
374860,4,ANKRD30B
10345,4,TRDN
23028,4,KDM1A
2669,4,GEM
7433,4,VIPR1
59352,14,LGR6
3140,4,MR1
2995,4,GYPC
1998,1,ELF2
1997,1,ELF1
1995,1,ELAVL3
4854,1,NOTCH3
2992,1,GYG1
56946,4,EMSY
219771,4,CCNY
55054,4,ATG16L1
9474,4,ATG5
10010,4,TANK
84883,4,AIFM2
114836,4,SLAMF6
55619,4,DOCK10
23315,4,SLC9A8
2217,1,FCGRT
3068,4,HDGF
5052,4,PRDX1
8050,4,PDHX
1581,4,CYP7A1
1579,4,CYP4A11
3433,4,IFIT2
3384,4,ICAM2
3661,4,IRF3
100132417,4,FCGR1CP
4795,4,NFKBIL1
22801,4,ITGA11
1087,4,CEACAM7
2959,4,GTF2B
7528,4,YY1
2649,4,NR6A1
1472,4,CST4
3489,4,IGFBP6
8029,4,CUBN
5069,4,PAPPA
10631,4,POSTN
56477,4,CCL28
4680,4,CEACAM6
5775,4,PTPN4
4598,4,MVK
501,4,ALDH7A1
1365,4,CLDN3
3693,14,ITGB5
3694,14,ITGB6
344,4,APOC2
10514,4,MYBBP1A
440,4,ASNS
79822,4,ARHGAP28
1303,4,COL12A1
10242,4,KCNMB2
2533,1,FYB1
2535,1,FZD2
7126,4,TNFAIP1
51744,4,CD244
5551,4,PRF1
1143,4,CHRNB4
10992,35,SF3B2
79595,35,SAP130
6358,4,CCL14
280,36,AMY2B
938,4,CD24P4
583,4,BBS2
30817,4,ADGRE2
27087,4,B3GAT1
6383,4,SDC2
3912,6,LAMB1
2876,4,GPX1
3487,4,IGFBP4
1191,4,CLU
10857,4,PGRMC1
29843,4,SENP1
4357,4,MPST
1305,4,COL13A1
23552,1,CDK20
5218,1,CDK14
8621,1,CDK13
984,1,CDK11B
5129,1,CDK18
5128,1,CDK17
65061,1,CDK15
2650,4,GCNT1
1999,1,ELF3
1953,1,MEGF6
2025,1,ENO1P1
2170,4,FABP3
2169,4,FABP2
3096,4,HIVEP1
57410,4,SCYL1
2768,4,GNA12
677,4,ZFP36L1
58,4,ACTA1
1902,4,LPAR1
23566,4,LPAR3
10762,4,NUP50
669,4,BPGM
8794,4,TNFRSF10C
1879,4,EBF1
1880,4,GPR183
7940,4,LST1
4050,4,LTB
4952,4,OCRL
2498,4,FTH1P3
2499,4,FTH1P4
101730217,4,SPECC1L-ADORA2A
273,4,AMPH
274,4,BIN1
1617,4,DAZ1
8569,4,MKNK1
3073,4,HEXA
4904,4,YBX1
79644,4,SRD5A3
1421,4,CRYGD
4696,15,NDUFA3
25915,15,NDUFAF3
4714,15,NDUFB8
4719,15,NDUFS1
54539,15,NDUFB11
29078,15,NDUFAF4
126328,15,NDUFA11
4695,15,NDUFA2
374291,15,NDUFS7
4701,15,NDUFA7
4726,15,NDUFS6
4702,15,NDUFA8
4731,15,NDUFV3
4710,15,NDUFB4
4698,15,NDUFA5
4704,15,NDUFA9
4697,15,NDUFA4
4706,15,NDUFAB1
4724,15,NDUFS4
4713,15,NDUFB7
4711,15,NDUFB5
55967,15,NDUFA12
91942,15,NDUFAF2
4725,15,NDUFS5
4717,15,NDUFC1
4728,15,NDUFS8
4715,15,NDUFB9
4720,15,NDUFS2
4694,15,NDUFA1
4723,15,NDUFV1
4707,15,NDUFB1
4700,15,NDUFA6
4712,15,NDUFB6
4729,15,NDUFV2
51103,15,NDUFAF1
4722,15,NDUFS3
4716,15,NDUFB10
4718,15,NDUFC2
4708,15,NDUFB2
4709,15,NDUFB3
56901,15,NDUFA4L2
4705,15,NDUFA10
2820,15,GPD2
51079,15,NDUFA13
3284,4,HSD3B2
1836,1,SLC26A2
5409,4,PNMT
3732,4,CD82
1641,4,DCX
118856,4,MMP21
1657,4,DMXL1
1648,4,GADD45AP1
4325,4,MMP16
1639,4,DCTN1
1660,4,DHX9
1662,4,DDX10
1629,4,DBT
1630,4,DCC
3205,4,HOXA9
310,1,ANXA7
915,4,CD3D
54567,1,DLL4
9175,1,MAP3K13
7786,1,MAP3K12
4296,1,MAP3K11
5568,1,PRKACG
526,4,ATP6V1B2
56848,4,SPHK2
653361,4,NCF1
5654,4,HTRA1
6510,4,SLC1A5
10991,4,SLC38A3
1934,4,EEF1B2P2
2794,4,GNL1
2790,4,GNG10
2792,4,GNGT1
2791,4,GNG11
1016,4,CDH18
3978,4,LIG1
1915,4,EEF1A1
4688,4,NCF2
57404,4,CYP20A1
56923,40,NMUR2
10316,40,NMUR1
79987,4,SVEP1
9972,4,NUP153
375033,4,PEAR1
79784,41,MYH14
57644,41,MYH7B
4624,41,MYH6
4633,41,MYL2
58498,41,MYL7
4634,41,MYL3
4635,41,MYL4
3148,4,HMGB2
2334,4,AFF2
140803,4,TRPM6
8973,1,CHRNA6
89832,4,CHRFAM7A
57659,4,ZBTB4
123688,4,HYKK
10525,4,HYOU1
3183,4,HNRNPC
2004,1,ELK3
51527,1,GSKIP
2354,4,FOSB
5981,14,RFC1
6947,4,TCN1
2720,14,GLB1
966,4,CD59
1028,4,CDKN1C
1725,4,DHPS
89790,5,SIGLEC10
3304,5,HSPA1B
2611,4,GAPDHP69
3188,4,HNRNPH2
2978,4,GUCA1A
337,4,APOA4
5868,4,RAB5A
2553,4,GABPB1
1442,4,CSH1
6317,4,SERPINB3
22938,4,SNW1
6525,4,SMTN
47,4,ACLY
64170,4,CARD9
11096,4,ADAMTS5
1875,4,E2F5
8772,4,FADD
4060,4,LUM
2821,4,GPI
2884,1,GPX1P2
3337,4,DNAJB1
1610,4,DAO
3015,1,H2AZ1
114609,4,TIRAP
6583,4,SLC22A4
51561,4,IL23A
406912,4,MIR125B2
10140,4,TOB1
407011,4,MIR23B
406901,4,MIR107
62,4,ACTBP2
1311,4,COMP
2245,1,FGD1
843,4,CASP10
837,4,CASP4
838,4,CASP5
23581,4,CASP14
1624,4,DBIP1
100506742,4,CASP12
2015,1,ADGRE1
1489,1,CTF1
2077,1,ERF
1983,1,EIF5
1975,1,EIF4B
2258,1,FGF13
2282,1,FKBP1AP1
114112,14,TXNRD3
33,4,ACADL
154075,4,SAMD3
4601,4,MXI1
3549,4,IHH
3426,4,CFI
10017,4,BCL2L10
167359,1,NIM1K
1960,1,EGR3
3612,1,IMPA1
1463,1,NCAN
9002,4,F2RL3
340061,14,STING1
3092,1,HIP1
6477,14,SIAH1
377677,4,CA13
11238,4,CA5B
763,4,CA5A
2200,1,FBN1
2016,1,EMX1
27178,4,IL37
649159,4,LINC00273
2636,4,GBX1
2914,4,GRM4
93,4,ACVR2B
83729,44,INHBE
998,44,CDC42
27334,45,P2RY10
9934,45,P2RY14
53829,45,P2RY13
286530,45,P2RY8
10161,45,LPAR6
5030,45,P2RY4
5032,45,P2RY11
5028,45,P2RY1
2055,1,CLN8
2786,1,GNG4
2764,4,GMFB
59,4,ACTA2
112476,1,PRRT2
2039,1,DMTN
2273,1,FHL1
31,4,ACACA
1264,4,CNN1
2201,1,FBN2
3017,1,H2BC5
3601,4,IL15RA
2823,4,GPM6A
10269,4,ZMPSTE24
2822,4,GPLD1
26130,4,GAPVD1
90874,4,ZNF697
3664,4,IRF6
283,4,ANG
80270,4,HSD3B7
1717,4,DHCR7
1596,4,ADAM3B
1369,4,CPN1
2664,4,GDI1
23522,4,KAT6B
2667,4,GDI2P1
2665,4,GDI2
57620,4,STIM2
6344,48,SCTR
372,48,ARCN1
705,4,BYSL
2994,4,GYPB
2601,4,GAPDHP60
4594,4,MMUT
23461,4,ABCA5
3134,4,HLA-F
5516,4,PPP2CB
5536,4,PPP5C
5524,4,PTPA
10988,16,METAP2
2281,1,FKBP1B
2116,1,ETV2
2210,1,FCGR1BP
2125,1,EVPL
2745,4,GLRX
83,4,ACTG1P10
165,4,AEBP1
112,4,ADCY6
276,4,AMY1A
27249,4,MMADHC
307,4,ANXA4
64106,4,NPFFR1
305,4,ANXA2P3
306,4,ANXA3
391051,4,UOX
58508,14,KMT2C
170506,14,DHX36
3812,14,KIR3DL2
3806,4,KIR2DS1
1758,4,DMP1
2833,50,CXCR3
2698,4,GJA1P1
2686,4,GGT7
51194,1,IPO11
55705,1,IPO9
9670,1,IPO13
10527,1,IPO7
79711,1,IPO4
10526,1,IPO8
39,14,ACAT2
363,4,AQP6
387893,1,KMT5A
1982,1,EIF4G2
1295,4,COL8A1
8320,4,EOMES
23274,4,CLEC16A
3449,54,IFNA16
3441,54,IFNA4
3444,54,IFNA7
3443,54,IFNA6
3445,54,IFNA8
3452,54,IFNA21
3451,54,IFNA17
3448,54,IFNA14
3447,54,IFNA13
3446,54,IFNA10
8174,0,MADCAM1
69,0,ACTBP9
68,0,ACTBP8
3126,4,HLA-DRB4
81,4,ACTN4
245,2,ALOX12P2
8811,2,GALR2
243,2,ALOX12P1
339766,4,MROH2A
2789,14,GNG5P1
4337,4,MOCS1
154796,4,AMOT
56413,4,LTB4R2
87,4,ACTN1
3241,4,HPCAL1
7004,4,TEAD4
223,4,ALDH9A1
6480,4,ST6GAL1
10125,4,RASGRP1
165140,4,OXER1
271,4,AMPD2
27040,1,LAT
5166,4,PDK4
5165,4,PDK3
5164,4,PDK2
1825,1,DSC3
2271,4,FH
6343,48,SCT
26258,14,BLOC1S6
2331,4,FMOD
79733,4,E2F8
1876,4,E2F6
1870,4,E2F2
1871,4,E2F3
1874,4,E2F4
1620,4,BRINP1
1618,4,DAZL
1623,4,DBIP2
27190,3,IL17B
27189,3,IL17C
4929,3,NR4A2
1738,14,DLD
64806,3,IL25
2204,14,FCAR
8883,4,NAE1
4738,4,NEDD8
9039,4,UBA3
27010,4,TPK1
2802,7,GOLGA3
2813,7,GP2
575,4,ADGRB1
434,4,ASIP
429,4,ASCL1
128,4,ADH5
3964,8,LGALS8
3965,8,LGALS9
3958,8,LGALS3
3672,14,ITGA1
2734,4,GLG1
22798,6,LAMB4
10319,6,LAMC3
3908,6,LAMA2
3910,6,LAMA4
3909,6,LAMA3
284217,6,LAMA1
3915,6,LAMC1
3913,6,LAMB2
1615,4,DARS1
51684,4,SUFU
230,1,ALDOC
229,1,ALDOB
8325,1,FZD8
7855,1,FZD5
8324,1,FZD7
2919,9,CXCL1
2173,1,FABP7
1397,9,CRIP2
8513,9,LIPF
3070,9,HELLS
221955,9,DAGLB
1396,9,CRIP1
533,4,ATP6V0B
2788,14,GNG7
1627,14,DBN1
2850,14,GPR27
10135,4,NAMPT
3000,4,GUCY2D
27329,4,ANGPTL3
576,4,ADGRB2
401,4,PHOX2A
29851,4,ICOS
4882,10,NPR2
1747,10,DLX3
1748,10,DLX4
4883,10,NPR3
8312,1,AXIN1
59272,4,ACE2
8809,11,IL18R1
8807,11,IL18RAP
58985,14,IL22RA1
53637,4,S1PR5
4074,4,M6PR
2627,4,GATA6
93432,4,MGAM2
5506,4,PPP1R3A
79660,4,PPP1R3B
2710,4,GK
2770,4,GNAI1
79716,16,NPEPL1
23173,16,METAP1
206338,16,LVRN
9520,16,NPEPPS
254042,16,METAP1D
63929,16,XPNPEP3
51056,16,LAP3
4236,16,MFAP1
23549,16,DNPEP
84909,16,AOPEP
57140,16,RNPEPL1
6051,16,RNPEP
7511,16,XPNPEP1
3635,1,INPP5D
111,4,ADCY5
6403,4,SELP
3039,4,HBA1
3040,4,HBA2
6280,14,S100A9
5160,4,PDHA1
5161,4,PDHA2
29954,4,POMT2
2954,4,GSTZ1
10367,4,MICU1
797,4,CALCB
5281,4,PIGF
339479,1,BRINP3
633,4,BGN
10628,4,TXNIP
1366,12,CLDN7
1592,12,CYP26A1
1656,4,DDX6
2290,4,FOXG1
5723,4,PSPH
9468,4,PCYT1B
1749,10,DLX5
3581,4,IL9R
116449,4,CLNK
5797,4,PTPRM
1417,13,CRYBB3
8399,13,PLA2G10
5322,13,PLA2G5
92,4,ACVR2A
3624,4,INHBA
948,4,CD36
5873,4,RAB27A
4068,4,SH2D1A
6813,4,STXBP2
201294,4,UNC13D
8676,4,STX11
2182,1,ACSL4
10392,4,NOD1
145258,4,GSC
84787,4,KMT5C
1084,4,CEACAM3
8435,14,SOAT2
813,4,CALU
3175,5,ONECUT1
163,4,AP2B1
2834,50,PRLHR
54681,50,P4HTM
100529264,50,RAB4B-EGLN2
2832,50,NPBWR2
112399,50,EGLN3
5452,4,POU2F2
1518,14,CTSLP8
1469,1,CST1
1466,1,CSRP2
7140,14,TNNT3
23467,4,NPTXR
81537,14,SGPP1
55507,4,GPRC5D
10825,14,NEU3
23193,4,GANAB
2528,4,FUT6
3020,17,H3-3A
8358,17,H3C2
81539,4,SLC38A1
54407,4,SLC38A2
7184,14,HSP90B1
2643,4,GCH1
2341,14,FNTAP2
10419,18,PRMT5
1258,18,CNGB1
2835,4,GPR12
84539,36,MCHR2
2681,1,GGTA1
2709,4,GJB5
821,14,CANX
5498,19,PPOX
1371,19,CPOX
64840,14,PORCN
1384,4,CRAT
54677,4,CROT
123096,4,SLC25A29
971,4,CD72
973,4,CD79A
1233,4,CCR4
30848,14,CTAG2
1465,1,CSRP1
1470,1,CST2
1468,1,SLC25A10
1467,1,CSRP2P1
246100,21,CTAG1A
4065,21,LY75
2006,1,ELN
2017,14,CTTN
936,4,CD24P2
5168,4,ENPP2
84868,22,HAVCR2
66,4,ACTBP6
3821,23,KLRC1
2849,23,GPR26
2863,14,GPR39
2005,1,ELK4
1370,4,CPN2
1512,4,CTSH
67,4,ACTBP7
1538,1,CYLC1
2132,1,EXT2
2487,4,FRZB
646,4,BNC1
53831,4,GPR84
9965,1,FGF19
2854,4,GPR32
932,14,MS4A3
2887,4,GRB10
436,4,ASLP1
281,36,AMYP1
7037,24,TFRC
3196,24,TLX2
7036,24,TFR2
1770,14,DNAH9
309,1,ANXA6
3109,4,HLA-DMB
3108,4,HLA-DMA
1310,4,COL19A1
3006,25,H1-2
3007,25,H1-3
2312,4,FLG
3009,14,H1-5
466,4,ATF1
2838,4,GPR15
631,3,BFSP1
629,3,CFB
990,4,CDC6
643834,4,PGA3
5222,4,PGA5
255231,4,MCOLN2
2861,4,GPR37
1946,1,EFNA5
573,4,BAG1
4607,41,MYBPC3
2841,14,GPR18
84894,26,LINGO1
2882,26,GPX7
5250,14,SLC25A3
1678,4,TIMM8A
2996,4,GYPE
2494,4,NR5A2
3200,4,HOXA3
5533,4,PPP3CC
5532,4,PPP3CB
6404,4,SELPLG
1381,14,CRABP1
6843,4,VAMP1
127833,4,SYT2
28653,4,TRAV29DV5
6976,4,TRGV3
28589,4,TRBV7-9
3101,4,HK3
8740,4,TNFSF14
4055,4,LTBR
1992,4,SERPINB1
3201,14,HOXA4
6520,4,SLC3A2
4520,4,MTF1
187,4,APLNR
63,4,ACTBP3
3010,27,H1-6
951,27,CD37
8788,4,DLK1
1050,4,CEBPA
2831,4,NPBWR1
2842,28,GPR19
1675,28,CFD
2673,50,GFPT1
84818,4,IL17RC
4017,29,LOXL2
2853,29,GPR31
1587,4,ADAM3A
56603,12,CYP26B1
340665,12,CYP26C1
3568,14,IL5RA
3556,30,IL1RAP
90865,30,IL33
9173,30,IL1RL1
8808,30,IL1RL2
50507,4,NOX4
3004,4,GZMM
3005,4,H1-0
993,4,CDC25A
2497,4,FTH1P2
2843,14,GPR20
1824,1,DSC2
1821,1,DRP2
56963,14,RGMA
2313,4,FLI1
923,4,CD6
4142,4,MAS1
2000,1,ELF4
2873,1,GPS1
2965,31,GTF2H1
2964,31,GTF2F2P1
1534,4,CYB561
2520,4,GAST
51554,4,ACKR4
64,4,ACTBP4
2239,1,GPC4
10420,1,TESK2
1768,32,DNAH6
1763,32,DNA2
10226,4,PLIN3
10886,4,NPFFR2
266,4,AMELY
8741,4,TNFSF13
350,4,APOH
8930,22,MBD4
2940,22,GSTA3
3187,4,HNRNPH1
7458,4,EIF4H
3795,4,KHK
3817,14,KLK2
3816,14,KLK1
3221,4,HOXC4
3814,4,KISS1
2733,4,GLE1
170482,14,CLEC4C
3081,4,HGD
4690,4,NCK1
2999,4,GZMH
3097,29,HIVEP2
5834,4,PYGB
1578,4,CYP3A51P
2840,4,GPR17
2117,4,ETV3
3182,33,HNRNPAB
30816,33,ERVW-1
8789,34,FBP2
2203,34,FBP1
1566,16,CYP2D7BP
11128,37,POLR3A
25885,37,POLR1A
5430,37,POLR2A
2591,38,GALNT3
9388,38,LIPG
1762,32,DMWD
937,4,CD24P3
57121,4,LPAR5
5229,4,PGGT1B
5225,4,PGC
1430,13,CRYZP1
1420,13,CRYGC
1419,13,CRYGB
1418,13,CRYGA
1416,13,CRYBB2P1
29943,4,PADI1
2894,4,GRID1
2877,4,GPX2
51702,4,PADI3
159,4,ADSS2
104,39,ADARB1
103,39,ADAR
340156,1,MYLK4
3216,42,HOXB6
3215,42,HOXB5
124274,4,GPR139
55366,43,LGR4
84870,43,RSPO3
55304,46,SPTLC3
2510,46,FTH1P21
7307,4,U2AF1
8233,4,ZRSR2
6427,4,SRSF2
3209,47,HOXA13
3208,47,HPCA
6894,49,TARBP1
7210,49,TRX-CAT1-2
1917,4,EEF1A2
386653,14,IL31
1272,14,CNTN1
101,51,ADAM8
145,51,PARP1P2
22916,52,NCBP2
4686,52,NCBP1
1447,53,CSN2
1448,53,CSN3
